자치구명,법정동명,전세 보증금(평균),월세 보증금(평균),월세 임대료(평균)
서대문구,연희동,26109.28978978979,4718.8656609195405,65.34123563218391
서대문구,영천동,50150.15625,19298.571428571428,84.88571428571429
서대문구,옥천동,13616.666666666666,2286.9565217391305,49.19565217391305
서대문구,창천동,17099.308943089432,2976.0522803114573,62.0511679644049
서대문구,천연동,34401.14893617021,7844.762711864407,68.48305084745763
서대문구,충정로2가,22953.214285714286,5016.666666666667,53.21212121212121
서대문구,충정로3가,26706.336633663366,6519.878787878788,51.36363636363637
서대문구,합동,36379.31034482759,11012.19512195122,87.1951219512195
서대문구,현저동,47985.76582278481,12524.818181818182,83.07792207792208
서대문구,홍은동,29954.404665314403,6617.077111383109,57.194614443084454
서대문구,홍제동,34225.983682983686,8836.470820969338,62.803165182987144
서초구,내곡동,43423.91542288557,14267.881720430107,64.74551971326164
서초구,반포동,103086.25934861279,40517.76108374384,201.68103448275863
서초구,방배동,53721.64334655608,16989.518150684933,90.62534246575342
서초구,서초동,63883.670848267626,19970.19906566312,122.62003633532312
서초구,신원동,46603.07238605898,13172.602040816326,79.50340136054422
서초구,양재동,32631.303341902312,8377.235331230284,62.96971608832808
서초구,염곡동,31222.222222222223,14700.0,99.82352941176471
서초구,우면동,40625.449343339584,15554.157199471598,65.32892998678996
서초구,원지동,0.0,6000.0,77.5
서초구,잠원동,76829.46405980448,28929.535616438356,141.71917808219177
성동구,금호동1가,55705.648,18434.185185185186,134.48888888888888
성동구,금호동2가,59734.54744525548,20787.354330708662,155.17322834645668
성동구,금호동3가,38895.846153846156,11808.224066390041,84.03319502074689
성동구,금호동4가,63135.08312342569,18652.413114754097,158.51147540983607
성동구,도선동,25017.986842105263,6173.252595155709,66.77854671280276
성동구,마장동,30395.479338842975,4914.626865671642,55.38941655359566
성동구,사근동,17418.451807228917,2779.561128526646,50.54858934169279
성동구,상왕십리동,60092.335766423355,19954.84259259259,125.23148148148148
성동구,성수동1가,53400.50459652707,15136.074115044248,176.45353982300884
성동구,성수동2가,33866.726426076835,9897.940458015268,80.69160305343512
성동구,송정동,21894.880597014926,4581.797900262467,48.08923884514436
성동구,옥수동,62933.963302752294,22039.21834625323,172.74935400516796
성동구,용답동,20012.043956043955,3503.91347342398,58.5327564894932
성동구,응봉동,39925.020224719105,13521.145539906103,103.92957746478874
성동구,하왕십리동,56209.79579316389,18634.15,111.04583333333333
성동구,행당동,48605.80874785592,12702.063141278612,92.07103393843725
성동구,홍익동,24082.453333333335,5871.170212765957,52.09574468085106
성북구,길음동,46301.50485436893,13539.98947368421,84.67081339712918
성북구,돈암동,40078.79601406799,11986.634496919918,79.24024640657085
성북구,동선동1가,12811.538461538461,3587.2549019607845,46.8235294117647
성북구,동선동2가,14028.333333333334,2300.5813953488373,51.47093023255814
성북구,동선동3가,16272.982456140351,2222.078651685393,53.09550561797753
성북구,동선동4가,18714.0,2892.5233644859813,53.05607476635514
성북구,동선동5가,20483.783783783783,3882.875,55.0
성북구,동소문동1가,17402.777777777777,4384.882352941177,49.5
성북구,동소문동2가,15333.333333333334,2431.25,57.375
성북구,동소문동3가,13000.0,1500.0,67.5
성북구,동소문동4가,26490.079365079364,5531.428571428572,49.32857142857143
성북구,동소문동5가,41464.28571428572,8061.458333333333,71.25
성북구,동소문동6가,18295.666666666668,6679.605263157895,54.098684210526315
성북구,동소문동7가,42262.06896551724,9700.0,74.65573770491804
성북구,보문동1가,41111.11111111111,10355.35,74.6
성북구,보문동2가,17833.3,4326.153846153846,61.61538461538461
