,자치구,법정동,총 인구수,청소년층(0~19세),청년층(20~34세),노년층(65세 이상),청소년층(0~19세) 백분율,청년층(20~34세) 백분율,노년층(65세~) 백분율
65,종로구,혜화동,3182,412,944,508,12.947831552482716,29.666876178504086,15.964802011313639
66,종로구,명륜1가,4207,534,1325,705,12.693130496791063,31.49512716900404,16.757784644639887
67,종로구,명륜2가,3025,367,1040,438,12.132231404958677,34.3801652892562,14.479338842975206
68,종로구,명륜4가,824,55,323,144,6.674757281553398,39.19902912621359,17.475728155339805
69,종로구,명륜3가,4609,325,1879,887,7.051421132566717,40.768062486439575,19.244955521805164
70,종로구,창신동,18376,1483,3688,4408,8.070309098824554,20.069656073138876,23.987810187200697
71,종로구,숭인동,15603,1020,4757,3037,6.537204383772352,30.487726719220664,19.464205601486896
72,종로구,교남동,560,115,91,66,20.535714285714285,16.25,11.785714285714285
73,종로구,평동,1563,382,198,169,24.440179142674346,12.667946257197697,10.812539987204095
74,종로구,송월동,905,179,150,124,19.77900552486188,16.574585635359114,13.701657458563535
75,종로구,홍파동,1587,319,227,232,20.10081915563957,14.303717706364209,14.61877756773787
76,종로구,교북동,904,118,216,104,13.053097345132745,23.893805309734514,11.504424778761061
77,종로구,행촌동,4196,414,946,1001,9.86653956148713,22.545281220209723,23.856053384175404
78,종로구,구기동,5766,889,989,1183,15.417967395074575,17.15227193895248,20.516822754075616
79,종로구,평창동,11621,1645,2051,2443,14.155408312537649,17.649083555632046,21.02228723861974
80,종로구,부암동,4082,462,805,841,11.317981381675649,19.720725134737872,20.60264576188143
81,종로구,홍지동,1564,174,323,386,11.12531969309463,20.652173913043477,24.680306905370845
82,종로구,신영동,3439,560,605,646,16.28380343123001,17.592323349810993,18.784530386740332
83,종로구,무악동,7961,1471,1203,1514,18.47757819369426,15.11116693882678,19.017711342796133
84,중구,무교동,8,0,0,5,0.0,0.0,62.5
85,중구,다동,64,1,17,21,1.5625,26.5625,32.8125
86,중구,태평로1가,4,0,0,1,0.0,0.0,25.0
87,중구,을지로1가,1,0,0,0,0.0,0.0,0.0
88,중구,을지로2가,52,0,15,9,0.0,28.846153846153843,17.307692307692307
89,중구,삼각동,4,0,0,3,0.0,0.0,75.0
90,중구,장교동,2,0,0,1,0.0,0.0,50.0
91,중구,수표동,5,0,0,3,0.0,0.0,60.0
92,중구,소공동,1,0,0,1,0.0,0.0,100.0
93,중구,남창동,414,20,53,158,4.830917874396135,12.80193236714976,38.164251207729464
94,중구,북창동,148,4,21,37,2.7027027027027026,14.18918918918919,25.0
95,중구,태평로2가,49,1,12,10,2.0408163265306123,24.489795918367346,20.408163265306122
96,중구,남대문로2가,1,0,0,0,0.0,0.0,0.0
97,중구,남대문로3가,10,0,0,6,0.0,0.0,60.0
98,중구,남대문로4가,4,0,0,1,0.0,0.0,25.0
99,중구,남대문로5가,694,41,58,261,5.9077809798270895,8.357348703170029,37.60806916426513
100,중구,봉래동1가,45,0,3,11,0.0,6.666666666666667,24.444444444444443
101,중구,회현동1가,3211,298,583,842,9.280597944565557,18.15633758953597,26.2223606353161
102,중구,회현동2가,830,95,148,225,11.44578313253012,17.83132530120482,27.10843373493976
103,중구,회현동3가,34,4,9,9,11.76470588235294,26.47058823529412,26.47058823529412
104,중구,충무로1가,16,1,2,3,6.25,12.5,18.75
105,중구,충무로2가,256,9,161,12,3.515625,62.890625,4.6875
106,중구,명동1가,11,1,2,4,9.090909090909092,18.181818181818183,36.36363636363637
107,중구,명동2가,523,1,12,237,0.19120458891013384,2.294455066921606,45.31548757170172
108,중구,남산동1가,135,8,18,50,5.9259259259259265,13.333333333333334,37.03703703703704
109,중구,남산동2가,495,45,106,101,9.090909090909092,21.41414141414141,20.404040404040405
110,중구,남산동3가,50,0,11,14,0.0,22.0,28.000000000000004
111,중구,저동1가,14,2,1,2,14.285714285714285,7.142857142857142,14.285714285714285
112,중구,충무로4가,1566,146,316,366,9.323116219667945,20.178799489144318,23.371647509578544
113,중구,충무로5가,594,9,308,49,1.5151515151515151,51.85185185185185,8.24915824915825
114,중구,인현동2가,1084,46,410,153,4.243542435424354,37.82287822878229,14.114391143911439
115,중구,예관동,21,1,2,6,4.761904761904762,9.523809523809524,28.57142857142857
116,중구,묵정동,890,81,327,167,9.101123595505618,36.741573033707866,18.764044943820224
117,중구,필동1가,172,11,59,27,6.395348837209303,34.30232558139535,15.69767441860465
118,중구,필동2가,849,55,214,199,6.478209658421672,25.206124852767964,23.439340400471142
119,중구,필동3가,954,72,331,208,7.547169811320755,34.696016771488466,21.80293501048218
120,중구,남학동,43,4,2,20,9.30232558139535,4.651162790697675,46.51162790697674
121,중구,주자동,17,1,1,4,5.88235294117647,5.88235294117647,23.52941176470588
122,중구,예장동,778,113,171,149,14.524421593830333,21.979434447300772,19.151670951156813
123,중구,장충동1가,1704,162,475,380,9.507042253521126,27.875586854460092,22.300469483568076
124,중구,장충동2가,2851,228,1075,571,7.997193967029112,37.70606804629955,20.028060329708875
125,중구,광희동1가,345,10,127,82,2.898550724637681,36.811594202898554,23.768115942028984
126,중구,광희동2가,838,55,237,220,6.563245823389022,28.28162291169451,26.25298329355609
127,중구,쌍림동,582,23,170,153,3.951890034364261,29.20962199312715,26.288659793814436
128,중구,을지로6가,156,3,77,26,1.9230769230769231,49.358974358974365,16.666666666666664
129,중구,을지로7가,49,0,11,17,0.0,22.448979591836736,34.69387755102041
130,중구,을지로4가,120,3,42,29,2.5,35.0,24.166666666666668
131,중구,을지로5가,418,30,157,69,7.177033492822966,37.55980861244019,16.507177033492823
132,중구,주교동,259,1,33,113,0.3861003861003861,12.741312741312742,43.62934362934363
133,중구,방산동,42,1,2,24,2.380952380952381,4.761904761904762,57.14285714285714
134,중구,오장동,711,17,431,74,2.390998593530239,60.618846694796055,10.40787623066104
135,중구,을지로3가,220,4,34,65,1.8181818181818181,15.454545454545453,29.545454545454547
136,중구,입정동,1420,128,508,45,9.014084507042254,35.774647887323944,3.169014084507042
137,중구,산림동,140,1,7,76,0.7142857142857143,5.0,54.285714285714285
138,중구,충무로3가,254,5,110,39,1.968503937007874,43.30708661417323,15.354330708661418
139,중구,초동,76,5,11,20,6.578947368421052,14.473684210526317,26.31578947368421
140,중구,인현동1가,79,1,9,35,1.2658227848101267,11.39240506329114,44.303797468354425
141,중구,저동2가,254,31,113,19,12.204724409448819,44.48818897637795,7.480314960629922
142,중구,신당동,67433,6807,14484,15303,10.09446413477081,21.479097771120966,22.693636646745656
143,중구,흥인동,2266,152,878,223,6.707855251544571,38.74669020300088,9.841129744042366
144,중구,무학동,216,11,75,43,5.092592592592593,34.72222222222222,19.90740740740741
145,중구,황학동,12697,1106,3864,2099,8.710719067496258,30.43238560289832,16.53146412538395
146,중구,서소문동,21,0,3,10,0.0,14.285714285714285,47.61904761904761
147,중구,정동,527,56,135,82,10.62618595825427,25.616698292220114,15.559772296015181
148,중구,순화동,1217,185,227,121,15.201314708299096,18.65242399342646,9.942481511914544
149,중구,의주로1가,220,43,51,17,19.545454545454547,23.18181818181818,7.727272727272727
150,중구,중림동,6353,543,1377,1543,8.5471430820085,21.67479930741382,24.28773807649929
151,중구,의주로2가,8,0,0,5,0.0,0.0,62.5
152,중구,만리동1가,1320,216,263,195,16.363636363636363,19.924242424242426,14.772727272727273
153,중구,만리동2가,4467,889,736,452,19.901499888068056,16.476382359525406,10.118647862099843
154,용산구,후암동,15998,1794,3768,3054,11.213901737717215,23.55294411801475,19.08988623577947
155,용산구,용산동2가,8910,696,2261,2070,7.8114478114478105,25.375982042648708,23.232323232323232
156,용산구,용산동4가,2,0,2,0,0.0,100.0,0.0
157,용산구,갈월동,2748,168,674,562,6.11353711790393,24.526928675400292,20.451237263464336
158,용산구,남영동,604,14,88,163,2.3178807947019866,14.56953642384106,26.986754966887418
159,용산구,동자동,3477,171,603,870,4.918032786885246,17.34253666954271,25.021570319240727
160,용산구,서계동,4812,350,1206,1013,7.273482959268495,25.06234413965087,21.05153782211139
161,용산구,청파동1가,7184,610,2140,1214,8.49109131403118,29.78841870824053,16.898663697104677
162,용산구,청파동2가,3306,262,1234,579,7.9249848759830614,37.32607380520266,17.513611615245008
163,용산구,청파동3가,3541,237,1563,506,6.6930245693306984,44.14007342558599,14.289748658571025
164,용산구,원효로1가,6857,559,2748,818,8.152253171941082,40.07583491322736,11.92941519614992
165,용산구,원효로2가,1730,116,553,303,6.705202312138728,31.965317919075144,17.514450867052023
166,용산구,신창동,2279,295,544,431,12.944273804300133,23.87011847301448,18.911803422553753
167,용산구,산천동,4922,803,909,825,16.31450629825274,18.46810239739943,16.76147907354734
168,용산구,청암동,643,88,110,186,13.685847589424572,17.107309486780714,28.92690513219285
169,용산구,원효로3가,2093,136,772,368,6.497849976110846,36.88485427615863,17.582417582417584
170,용산구,원효로4가,3699,388,916,662,10.489321438226549,24.763449580967826,17.896728845633955
171,용산구,효창동,10685,1428,2671,1611,13.364529714553111,24.997660271408517,15.07721104351895
172,용산구,도원동,5306,666,997,1058,12.551828119110443,18.790049001130797,19.939690915944215
173,용산구,용문동,6101,600,1696,1201,9.834453368300279,27.79872152106212,19.68529749221439
174,용산구,문배동,5681,928,1472,503,16.335152261925717,25.910931174089068,8.8540749867981
175,용산구,신계동,2739,435,537,441,15.88170865279299,19.605695509309967,16.10076670317634
176,용산구,한강로1가,3206,236,958,495,7.361197754210854,29.881472239550845,15.43980037429819
177,용산구,한강로2가,7255,641,2871,724,8.835286009648518,39.572708476912474,9.979324603721572
178,용산구,용산동3가,269,15,96,61,5.5762081784386615,35.687732342007436,22.676579925650557
179,용산구,용산동5가,2379,379,399,464,15.931063472047077,16.77175283732661,19.50399327448508
180,용산구,한강로3가,7907,937,1614,1496,11.850259263943341,20.41229290502087,18.919944353104846
181,용산구,이촌동,32801,5675,5256,6264,17.301301789579586,16.02390171031371,19.096978750647846
182,용산구,이태원동,14683,1210,3683,3206,8.240822720152558,25.083429816794933,21.834774909759584
183,용산구,한남동,17755,2040,3688,3386,11.489721205294282,20.77161362996339,19.07068431427767
184,용산구,동빙고동,6014,1186,1071,814,19.720651812437644,17.8084469571001,13.535084802128367
185,용산구,서빙고동,5597,764,1056,1191,13.650169733785958,18.8672503126675,21.279256744684652
186,용산구,주성동,821,81,175,169,9.866017052375152,21.315468940316688,20.584652862362972
187,용산구,보광동,11147,801,2495,2531,7.185789898627433,22.382703866511168,22.70566071588768
188,성동구,상왕십리동,3660,704,658,398,19.23497267759563,17.97814207650273,10.87431693989071
189,성동구,하왕십리동,30226,4448,6404,4850,14.71580758287567,21.18705750016542,16.045788394097794
190,성동구,홍익동,3772,257,944,943,6.813361611876988,25.026511134676564,25.0
191,성동구,도선동,4706,310,1972,641,6.587335316617085,41.90395240118997,13.62090947726307
192,성동구,마장동,21573,2387,5901,4171,11.064756872015947,27.353636490057013,19.334353126593427
193,성동구,사근동,6694,570,3002,1095,8.51508813863161,44.84613086345981,16.357932476844937
194,성동구,행당동,41789,5680,10559,6906,13.592093613151787,25.267414869941852,16.525880016272225
195,성동구,응봉동,14941,2460,2689,2648,16.464761394819625,17.99745666287397,17.723043972960312
196,성동구,금호동1가,14745,2104,2570,2840,14.269243811461513,17.429637165140726,19.260766361478467
197,성동구,금호동2가,9736,1528,1738,1526,15.694330320460148,17.85127362366475,15.67378800328677
198,성동구,금호동3가,12217,1304,2519,2573,10.67365146926414,20.618809855119917,21.060816894491282
199,성동구,금호동4가,14154,2115,2364,2648,14.942772361169986,16.701992369648156,18.708492298996752
200,성동구,옥수동,25402,3896,4544,4440,15.337375009841745,17.8883552476183,17.47893866624675
201,성동구,성수동1가,27335,3060,6787,4512,11.194439363453448,24.82897384305835,16.506310590817634
202,성동구,성수동2가,24652,2243,5914,4887,9.098653253285738,23.9899399643031,19.823949375304235
203,성동구,송정동,9838,858,2365,1932,8.721284813986582,24.039438910347634,19.638137832892866
204,성동구,용답동,11921,820,3995,2250,6.878617565640466,33.512289237480076,18.87425551547689
205,광진구,중곡동,79081,7424,20252,15037,9.387842844678241,25.60918551864544,19.014681149707265
206,광진구,능동,11097,924,3734,1709,8.326574749932414,33.64873389204289,15.400558709561144
207,광진구,구의동,76577,9332,19223,12859,12.186426733875706,25.102837666662314,16.79224832521514
208,광진구,광장동,33971,7792,5341,4195,22.93721115068735,15.72223366989491,12.348768066880575
209,광진구,자양동,92565,11046,21905,16993,11.933236104359098,23.664452006697996,18.357910657375896
210,광진구,화양동,23193,916,13562,2390,3.949467511749235,58.47453973181563,10.304833354891564
211,광진구,군자동,19070,1578,6379,3278,8.274777136864184,33.45044572627163,17.189302569480862
212,동대문구,신설동,3666,138,1507,553,3.764320785597381,41.10747408619749,15.084560829241681
213,동대문구,용두동,34744,3745,9456,6049,10.778839511858163,27.216209993092335,17.410200322357817
214,동대문구,제기동,23014,1962,6012,5715,8.525245502737464,26.12322933866342,24.832710524028855
215,동대문구,전농동,50115,6576,10283,10114,13.12181981442682,20.518806744487676,20.181582360570687
216,동대문구,답십리동,55356,7485,11661,10297,13.521569477563409,21.06546715803165,18.601416287303994
217,동대문구,장안동,70078,9937,14127,12860,14.179913810325637,20.158965723907645,18.35098033619681
218,동대문구,청량리동,18742,1544,3396,5641,8.238181624159642,18.119731085263048,30.09817522142781
219,동대문구,회기동,10394,1011,4404,1553,9.726765441600923,42.37059842216663,14.941312295555129
220,동대문구,휘경동,37876,4236,12529,6440,11.18386313232654,33.07899461400359,17.002851409863766
221,동대문구,이문동,37164,4275,10195,7568,11.503067484662576,27.43246152190292,20.363792917877515
222,중랑구,면목동,134764,13451,28706,28361,9.98115223650233,21.300940904099015,21.044937817221214
223,중랑구,상봉동,43498,4624,11785,7503,10.630373810290127,27.093199687341947,17.24906892270909
224,중랑구,중화동,42559,3917,9258,9408,9.203693695810522,21.753330670363496,22.105782560680467
225,중랑구,묵동,51761,6475,11047,10351,12.509418287900157,21.34232337087769,19.99768165220919
226,중랑구,망우동,52120,6076,10800,10972,11.657712970069072,20.72141212586339,21.051419800460476
227,중랑구,신내동,57453,8531,10202,12196,14.848658903799627,17.757123213757332,21.227786190451326
228,성북구,성북동,10158,1067,2217,2177,10.504036227603859,21.82516243354991,21.431384130734397
229,성북구,성북동1가,1832,159,566,306,8.679039301310043,30.89519650655022,16.70305676855895
230,성북구,돈암동,38248,6041,6967,7077,15.79428989751098,18.215331520602383,18.502928257686676
231,성북구,동소문동1가,922,74,326,151,8.026030368763557,35.35791757049891,16.377440347071584
232,성북구,동소문동2가,507,35,106,139,6.903353057199212,20.907297830374755,27.416173570019726
233,성북구,동소문동3가,152,8,38,37,5.263157894736842,25.0,24.342105263157894
234,성북구,동소문동4가,3014,378,889,491,12.541473125414731,29.495686794956868,16.290643662906437
235,성북구,동소문동5가,1124,121,299,240,10.765124555160142,26.601423487544483,21.352313167259787
236,성북구,동소문동6가,1854,141,870,260,7.605177993527508,46.92556634304207,14.023732470334412
237,성북구,동소문동7가,2316,397,541,326,17.141623488773746,23.359240069084628,14.075993091537134
238,성북구,삼선동1가,4193,287,1139,1008,6.844741235392321,27.16432148819461,24.040066777963272
239,성북구,삼선동2가,5618,900,1219,853,16.01993592025632,21.69811320754717,15.183339266642934
240,성북구,삼선동3가,3780,555,812,660,14.682539682539684,21.48148148148148,17.46031746031746
241,성북구,삼선동4가,3109,274,1004,560,8.813123190736572,32.29334191058218,18.012222579607588
242,성북구,삼선동5가,3715,294,1275,660,7.913862718707941,34.32032301480484,17.765814266487215
243,성북구,동선동1가,1193,80,590,132,6.705783738474434,49.45515507124895,11.064543168482817
244,성북구,동선동2가,2165,121,1173,266,5.58891454965358,54.18013856812933,12.286374133949192
245,성북구,동선동3가,2867,176,1228,435,6.138821067317754,42.83222881060342,15.172654342518314
246,성북구,동선동4가,2059,106,894,330,5.148130160271977,43.4191355026712,16.027197668771247
247,성북구,동선동5가,2055,170,699,367,8.27250608272506,34.01459854014598,17.858880778588805
248,성북구,안암동1가,3901,351,1469,618,8.9976928992566,37.657011022814665,15.842091771340684
249,성북구,안암동2가,2316,129,1196,308,5.569948186528497,51.64075993091537,13.298791018998275
250,성북구,안암동3가,3668,309,1101,695,8.424209378407852,30.016357688113416,18.947655398037078
251,성북구,안암동4가,997,65,388,176,6.519558676028084,38.91675025075226,17.65295887662989
252,성북구,안암동5가,4033,239,2662,379,5.926109595834367,66.00545499628069,9.397470865360773
253,성북구,보문동4가,940,104,237,165,11.063829787234042,25.21276595744681,17.5531914893617
254,성북구,보문동5가,1788,141,519,369,7.885906040268456,29.026845637583893,20.63758389261745
255,성북구,보문동6가,6156,799,1387,978,12.979207277452891,22.530864197530864,15.886939571150096
256,성북구,보문동7가,1019,70,305,197,6.869479882237488,29.931305201177626,19.332679097154074
257,성북구,보문동1가,1698,308,403,221,18.138987043580684,23.733804475853944,13.015312131919906
258,성북구,보문동2가,2014,134,778,324,6.653426017874876,38.629592850049654,16.08738828202582
259,성북구,보문동3가,2555,379,504,411,14.833659491193737,19.726027397260275,16.086105675146772
260,성북구,정릉동,77990,9808,16744,16743,12.575971278369021,21.469419156302088,21.468136940633414
261,성북구,길음동,54096,11800,8137,7737,21.81307305530908,15.041777580597456,14.302351375332742
262,성북구,종암동,37683,5501,7779,7261,14.598094631531461,20.643260886872064,19.268635724331926
263,성북구,하월곡동,38970,5726,7864,7505,14.693353861945086,20.179625352835515,19.25840390043623
264,성북구,상월곡동,9090,984,2181,2009,10.825082508250825,23.993399339933994,22.1012101210121
265,성북구,장위동,52017,7235,10370,9947,13.908914393371397,19.935790222427283,19.12259453640156
266,성북구,석관동,33790,3633,7092,7714,10.751701686889612,20.98845812370524,22.829239419946727
267,강북구,미아동,127245,15530,24255,27826,12.204801760383512,19.061652717199102,21.868049825140474
268,강북구,번동,48603,4466,9643,13001,9.188733205769191,19.84033907371973,26.74937761043557
269,강북구,수유동,101608,9726,21363,24630,9.572080938508778,21.024919297693096,24.24021730572396
270,강북구,우이동,10657,994,1942,3016,9.327202777517126,18.222764380219576,28.300647461762225
271,도봉구,쌍문동,73064,8534,14383,16363,11.68017080915362,19.685481221942407,22.395434139932114
272,도봉구,방학동,72382,9163,12536,17016,12.65922466911663,17.319223011245892,23.50860711226548
273,도봉구,창동,115472,14467,22850,23721,12.52857835665789,19.788346958570045,20.542642372176807
274,도봉구,도봉동,46030,4450,7692,13274,9.667608081685856,16.710840756028677,28.837714533999563
275,노원구,월계동,74760,9233,14360,17396,12.350187265917603,19.20813269127876,23.26912787586945
276,노원구,공릉동,77450,10987,18921,13434,14.185926404131699,24.429954809554552,17.345384118786313
277,노원구,하계동,47450,7406,9894,8500,15.608008429926237,20.851422550052686,17.91359325605901
278,노원구,상계동,197542,26740,38808,39346,13.536361887598586,19.64544248817973,19.91778963460935
279,노원구,중계동,101011,19231,16279,17633,19.03852055716704,16.116066567007554,17.45651463701973
280,은평구,수색동,20441,3210,4363,3079,15.703732694095201,21.344356929700112,15.062863852062033
281,은평구,녹번동,36111,4215,7544,7598,11.6723436072111,20.891141203511395,21.040680125169615
282,은평구,불광동,64177,6467,13579,14738,10.076818798011749,21.1586705517553,22.964613490814468
283,은평구,갈현동,41923,4708,9186,8640,11.230112348829998,21.91159983779787,20.609212126994727
284,은평구,구산동,31453,3817,6374,6641,12.135567354465394,20.265157536641972,21.114043175531748
285,은평구,대조동,27369,2348,8126,5337,8.579049289341956,29.690525777339328,19.500164419598818
286,은평구,응암동,83446,12166,16305,15889,14.579488531505405,19.539582484480984,19.041056491623326
287,은평구,역촌동,43804,4875,9163,9174,11.129120628253128,20.918180988037623,20.94329284996804
288,은평구,신사동,45406,5186,9559,9594,11.421398053120733,21.052283839140202,21.129366163062148
289,은평구,증산동,18258,2404,3763,3709,13.166830978201336,20.61014349874028,20.314382736334757
290,은평구,진관동,54382,10417,9855,9166,19.155235188113714,18.121805009010334,16.85484167555441
291,서대문구,충정로2가,1126,82,390,190,7.282415630550622,34.63587921847247,16.873889875666073
292,서대문구,충정로3가,4936,390,1483,951,7.901134521880065,30.044570502431117,19.266612641815232
293,서대문구,합동,1066,134,298,85,12.570356472795496,27.954971857410882,7.973733583489681
294,서대문구,미근동,435,8,142,115,1.839080459770115,32.64367816091954,26.436781609195403
295,서대문구,냉천동,3046,488,538,513,16.021011162179907,17.662508207485224,16.841759684832567
296,서대문구,천연동,4540,697,844,848,15.352422907488986,18.590308370044053,18.6784140969163
297,서대문구,옥천동,953,56,229,272,5.876180482686253,24.02938090241343,28.541448058761805
298,서대문구,영천동,2963,425,541,579,14.343570705366183,18.258521768477895,19.541005737428282
299,서대문구,현저동,5084,608,917,1165,11.959087332808812,18.03697875688434,22.915027537372147
300,서대문구,북아현동,27560,3942,5901,4622,14.3033381712627,21.411465892597967,16.77068214804064
301,서대문구,홍제동,55575,6837,10974,12000,12.30229419703104,19.74628879892038,21.592442645074225
302,서대문구,대현동,6760,517,3977,533,7.64792899408284,58.83136094674556,7.884615384615384
303,서대문구,대신동,1561,147,799,182,9.417040358744394,51.18513773222293,11.659192825112108
304,서대문구,신촌동,838,78,390,115,9.307875894988067,46.53937947494033,13.723150357995225
305,서대문구,봉원동,374,42,73,88,11.229946524064172,19.518716577540108,23.52941176470588
306,서대문구,창천동,10707,561,5760,1238,5.239562902773887,53.796581675539365,11.562529186513496
307,서대문구,연희동,33990,3333,10741,6135,9.805825242718447,31.60047072668432,18.049426301853487
308,서대문구,홍은동,50700,6421,10446,10409,12.664694280078894,20.60355029585799,20.530571992110453
309,서대문구,북가좌동,48242,6389,9534,10029,13.243646614982795,19.762862236225693,20.788939098710667
310,서대문구,남가좌동,45775,8491,8467,7519,18.549426542872745,18.496996176952486,16.42599672310213
311,마포구,아현동,28150,4159,6144,4285,14.77442273534636,21.825932504440498,15.22202486678508
312,마포구,공덕동,25540,3390,6286,3897,13.27329678935004,24.612372748629603,15.258418167580265
313,마포구,신공덕동,12401,1598,3134,1875,12.886057576001935,25.272155471332958,15.119748407386503
314,마포구,도화동,21429,2869,4591,3817,13.388398898688694,21.42423818190303,17.812310420458257
315,마포구,용강동,7416,1549,1111,1014,20.88727076591154,14.981121898597626,13.673139158576053
316,마포구,토정동,1248,216,223,143,17.307692307692307,17.868589743589745,11.458333333333332
